Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,year
Rob Kurz,Notre Dame,108,75,23.3,2.8,6,0.468,2.1,4.4,0.49,0.7,1.6,0.409,3.1,3.8,0.81,2,4,6,1.3,0.6,1.1,1.5,2.5,9.4,6.22,2009
Shai Gilgeous-Alexander,Kentucky,37,24,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73,2019
Theo Pinson,UNC,122,58,21.7,2.1,5,0.431,1.8,3.5,0.504,0.4,1.5,0.257,1.6,2.2,0.734,1.2,3.2,4.4,3.4,0.8,0.3,1.5,1.7,6.3,11.5,2019
Brad Wanamaker,Pitt,134,68,23.5,2.7,6.1,0.437,2.2,4.6,0.466,0.5,1.5,0.344,2.3,3.2,0.722,0.9,3,3.9,3.4,1,0.2,1.9,2.1,8.1,7.92,2019
OG Anunoby,Indiana,50,10,17.4,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,1.4,2.1,3.5,0.8,1,0.9,1.1,1.7,6.8,7.53,2018
Okaro White,Florida State,139,94,24.6,3.4,6.8,0.494,2.9,5.3,0.542,0.5,1.5,0.327,2.9,3.6,0.799,1.8,3.2,5.1,0.7,0.7,0.8,1.6,2.9,10.1,7.36,2017
Josh Huestis,Stanford,135,75,25,2.9,6.4,0.451,2.4,4.9,0.492,0.5,1.5,0.319,1.3,2.1,0.61,2.2,4,6.2,0.8,0.5,1.4,0.9,1.7,7.5,6.38,2016
Kevon Looney,UCLA,36,36,30.9,4.2,8.9,0.47,3.6,7.4,0.481,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27,2016
Shane Edwards,Little Rock,62,52,22.8,3.2,6.9,0.472,2.8,5.4,0.521,0.5,1.5,0.298,2.1,3.2,0.642,1.6,3,4.7,1,0.8,0.6,1.7,2.5,9,-3.99,2014
Darius Morris,Michigan,67,53,29.8,3.8,8,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2,9.9,10.03,2012
Evan Turner,Ohio State,101,94,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.362,3.8,5,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15,7.86,2011
Marcus Landry,Wisconsin,121,75,25,3.5,7.2,0.49,3,5.8,0.523,0.5,1.5,0.361,1.6,2.4,0.67,1.5,2.7,4.2,1.2,0.6,0.8,1.5,2.1,9.2,7.34,2010
Justin James,Sacred Heart,93,19,13.9,1.9,4.7,0.402,1.4,3.2,0.433,0.5,1.5,0.336,0.5,0.8,0.676,1.2,1.8,2.9,0.6,0.8,0.5,1.3,2.3,4.8,-8.16,2020
Isaiah Roby,Nebraska,97,52,23.9,2.9,6.1,0.476,2.4,4.6,0.523,0.5,1.5,0.336,1.8,2.6,0.702,1.6,3.9,5.5,1.5,0.8,1.6,1.6,2.8,8.1,9.79,2020
Isaiah Briscoe,Kentucky,70,69,31.3,4.2,9.3,0.455,3.9,7.9,0.495,0.3,1.4,0.229,2.2,3.9,0.555,1.5,3.9,5.4,3.7,0.9,0.2,2.2,2.7,10.9,9.67,2019
Josh Gray,LSU,63,29,20.1,2.5,6,0.415,2.1,4.5,0.47,0.3,1.4,0.242,1,1.6,0.61,0.3,1.8,2.1,2.8,1,0,2,1.8,6.3,,2018
Duje Dukan,Wisconsin,97,0,10,1.1,2.6,0.427,0.6,1.2,0.544,0.5,1.4,0.328,0.4,0.7,0.656,0.5,1.2,1.7,0.4,0.1,0,0.4,0.9,3.1,9.53,2016
Jerrelle Benimon,Towson,67,67,36.2,6.2,11.6,0.531,5.7,10.2,0.553,0.5,1.4,0.366,5.1,7.4,0.689,2.8,8.4,11.2,3.1,0.7,1.6,3.6,2.8,18,,2015
Victor Oladipo,Indiana,104,75,24.6,3.9,7.3,0.538,3.4,5.9,0.585,0.5,1.4,0.338,2.5,3.5,0.716,2,3.2,5.2,1.7,1.5,0.5,2,2.4,10.7,7.94,2014
Andre Roberson,Colorado,105,65,28.3,3.6,7.1,0.516,3.2,5.7,0.555,0.5,1.4,0.35,1.9,3.2,0.582,2.9,7,10,1.1,1.6,1.4,1.7,2.6,9.6,6.43,2014
Justin Holiday,Washington,123,56,19.6,2,4.6,0.443,1.6,3.3,0.485,0.5,1.4,0.343,0.7,1,0.736,1.3,2.3,3.6,1.5,0.8,0.5,1,1.6,5.3,7.86,2013
Mike Scott,Eastern Kentucky,55,33,22.9,1.9,5,0.389,1.5,3.6,0.429,0.4,1.4,0.286,1.9,2.8,0.677,1.5,2.1,3.5,2,1.3,0.1,1.6,2.9,6.2,-5.05,2013
Julyan Stone,UTEP,138,129,30.9,1.8,4.3,0.425,1.5,2.9,0.504,0.4,1.4,0.265,1.8,2.9,0.617,0.7,4.8,5.5,5.2,1.5,0.4,1.9,2.3,5.8,2.3,2012
Nikola Vucevic,USC,87,67,27.7,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.303,2.2,2.9,0.746,2.4,5.5,8,1.1,0.5,1.1,1.5,2.4,11.1,7.86,2012
PJ Washington,Kentucky,72,63,28.3,4.5,8.7,0.521,4,7.3,0.547,0.5,1.4,0.384,3.4,5.4,0.632,2.1,4.5,6.6,1.7,0.8,1,1.9,2.6,12.9,10.51,2020
Nassir Little,UNC,36,0,18.2,3.6,7.6,0.478,3.3,6.2,0.527,0.4,1.4,0.269,2.1,2.8,0.77,1.6,3,4.6,0.7,0.5,0.5,1.3,1.6,9.8,11.35,2020
Jalen McDaniels,San Diego State,67,55,27.9,5,10,0.504,4.6,8.6,0.538,0.4,1.4,0.298,2.7,3.6,0.758,2.1,5.8,7.9,1.5,1,0.5,1.8,2.6,13.2,3.19,2020
Isaiah Taylor,Texas,92,92,30.8,4.5,11.1,0.404,4.1,9.8,0.419,0.4,1.3,0.294,4.3,5.4,0.792,0.4,2.7,3.1,4.5,1,0.1,2.3,2.5,13.6,9.98,2017
Michael Kidd-Gilchrist,Kentucky,40,39,31.1,4,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1,0.9,2.2,2.4,11.9,7.93,2013
Kyle Weaver,Washington State,121,103,29.8,3.3,7.2,0.464,3,5.9,0.505,0.4,1.3,0.277,2.6,3.6,0.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2,9.6,6.88,2009
Russell Westbrook,UCLA,75,35,21.9,3.1,6.6,0.464,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,0.9,1.5,2.4,2.5,1,0.1,1.6,1.7,8.3,8.77,2009
Mfiondu Kabengele,Florida State,71,0,18.3,3.5,7,0.498,3,5.8,0.526,0.5,1.3,0.374,2.8,3.9,0.724,2,3.3,5.3,0.3,0.5,1.2,1.2,2.4,10.3,9.38,2020
Nicolas Claxton,Georgia,65,37,23,2.8,6.1,0.457,2.4,4.8,0.5,0.4,1.3,0.302,2.4,4,0.611,2,4.2,6.2,1,0.6,1.9,1.4,2.3,8.4,8.5,2020
Jonah Bolden,UCLA,31,11,21.7,1.6,4,0.415,1.4,2.8,0.483,0.3,1.2,0.25,1.1,1.5,0.733,1.2,3.7,4.8,1.1,0.7,0.9,0.8,2.1,4.6,9.69,2019
Shaquille Harrison,Tulsa,133,133,30.2,3.9,8.7,0.444,3.6,7.5,0.479,0.2,1.2,0.216,3.2,4.9,0.645,0.9,3.6,4.5,3.5,1.8,0.4,2.3,2.3,11.1,2.67,2018
Semaj Christon,Xavier,64,63,34.8,5.7,12.3,0.462,5.3,11.1,0.476,0.4,1.2,0.338,4.4,6.6,0.67,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2,6.55,2017
Coty Clarke,Arkansas,65,43,21.3,2.8,5.9,0.469,2.3,4.8,0.476,0.5,1.2,0.442,2.5,3.2,0.777,1.8,3.6,5.4,1.8,1.5,0.6,1.3,3,8.6,5.27,2016
Aaron Gordon,Arizona,38,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4,9.04,2015
David Wear,UCLA,103,76,24.8,3.1,6.6,0.477,2.6,5.3,0.492,0.5,1.2,0.413,1.1,1.4,0.755,1.7,3.3,5,0.8,0.6,0.2,1,2,7.9,,2015
Tony Mitchell,North Carolina A&T,70,,,0.9,2.7,0.333,0.6,1.5,0.38,0.3,1.2,0.274,0.3,0.6,0.455,,,1.5,0.5,0.2,0.1,,0.3,2.4,-10.52,2014
Tony Mitchell,North Carolina A&T,70,,,0.9,2.7,0.333,0.6,1.5,0.38,0.3,1.2,0.274,0.3,0.6,0.455,,,1.5,0.5,0.2,0.1,,0.3,2.4,-10.52,2014
Tony Mitchell,North Carolina A&T,70,,,0.9,2.7,0.333,0.6,1.5,0.38,0.3,1.2,0.274,0.3,0.6,0.455,,,1.5,0.5,0.2,0.1,,0.3,2.4,-10.52,2014
Tony Mitchell,North Carolina A&T,70,,,0.9,2.7,0.333,0.6,1.5,0.38,0.3,1.2,0.274,0.3,0.6,0.455,,,1.5,0.5,0.2,0.1,,0.3,2.4,-10.52,2014
Larry Owens,Oral Roberts,66,48,29,4.3,7.9,0.545,3.9,6.7,0.58,0.4,1.2,0.346,1.8,3.2,0.569,2.7,5,7.7,2.8,1.6,1.1,2.3,3.2,10.9,-2.2,2011
Quincy Pondexter,Washington,136,102,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,7.55,2011
Derrick Brown,Xavier,106,72,25,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.415,2.4,3.3,0.718,1.9,3.7,5.6,1.5,0.7,0.8,1.6,2.5,10.3,4.5,2010
Terance Mann,Florida State,140,101,25.9,3.6,6.5,0.552,3.2,5.4,0.601,0.4,1.2,0.327,1.8,2.8,0.67,1.9,3.2,5.1,1.9,0.8,0.2,1.4,2,9.4,8.95,2020
Bonzie Colson,Notre Dame,125,82,25.1,4.9,9.2,0.528,4.5,8.1,0.552,0.4,1.1,0.35,2.9,3.8,0.772,2.1,5.1,7.2,1,1,1.2,1,2,13.1,8.58,2019
Yante Maten,Georgia,128,97,27.9,5.1,10.6,0.483,4.7,9.5,0.493,0.5,1.1,0.403,4,5.4,0.755,2.6,4.3,6.9,1,0.4,1.6,1.9,2.4,14.7,9.05,2019
Zhaire Smith,Texas Tech,37,21,28.4,4.2,7.5,0.556,3.7,6.4,0.574,0.5,1.1,0.45,2.5,3.4,0.717,2.2,2.8,5,1.8,1.1,1.1,1.1,1.8,11.3,9.6,2019
Thomas Bryant,Indiana,69,69,25.3,4.4,7.5,0.592,4,6.4,0.63,0.4,1.1,0.373,3,4.1,0.718,2.1,4.1,6.2,1.2,0.6,1.2,2,2.9,12.2,7.53,2018
Wesley Iwundu,Kansas State,132,123,28.2,3.2,6.9,0.463,2.8,5.8,0.488,0.4,1.1,0.338,2.6,3.8,0.688,1.2,3.5,4.7,2.8,0.9,0.4,2.1,2.1,9.5,9.51,2018
Briante Weber,VCU,127,65,23.3,2.3,5.5,0.426,2,4.3,0.466,0.3,1.1,0.274,1.8,2.4,0.769,0.8,2.5,3.3,3,2.9,0.2,1.5,2.2,6.8,4,2016
Adreian Payne,Michigan State,138,94,20,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2,2.7,0.755,1.5,3.8,5.3,0.6,0.6,1,1.4,2.2,8.9,10.35,2015
Elfrid Payton,Louisiana,100,78,31.6,5,10.3,0.485,4.7,9.2,0.512,0.3,1.1,0.268,3.9,6.5,0.611,1.5,3.6,5.1,4.9,2,0.5,3.4,2.3,14.3,-1.6,2015
Noah Vonleh,Indiana,30,29,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9,0.6,0.9,1.4,2.1,2.7,11.3,6.64,2015
Marcus Morris,Kansas,109,90,24,4.7,8.4,0.555,4.3,7.3,0.585,0.4,1.1,0.358,2.9,4.3,0.66,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92,2012
Deandre Ayton,Arizona,35,35,33.5,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1,0.343,4,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2,2.3,20.1,6.84,2019
Jemerrio Jones,New Mexico State,68,33,26.4,4.4,8.8,0.503,4.3,7.8,0.547,0.1,1,0.138,1.4,2.5,0.573,3.3,7.5,10.8,3.1,1.1,0.6,2.2,2.5,10.4,-2.46,2019
Devin Ebanks,West Virginia,69,65,32.1,4,8.6,0.463,3.9,7.6,0.51,0.1,1,0.114,3.1,4.2,0.736,2.8,5.2,7.9,2.6,0.9,0.7,2.1,1.7,11.2,9.3,2011
Luke Harangody,Notre Dame,129,108,29.2,7.3,15.3,0.476,6.9,14.3,0.486,0.3,1,0.326,4.4,5.6,0.782,3,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73,2011
DeMar DeRozan,USC,35,35,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1,0.167,2.7,4.2,0.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,9.15,2010
Chris Hunter,Michigan,105,27,18.4,2.4,5.1,0.464,2,4.1,0.501,0.3,1,0.318,1.9,2.5,0.749,1.3,2.3,3.5,0.5,0.5,0.9,1.5,2.2,7,7.05,2010
Dontell Jefferson,Arkansas,62,28,19.8,1.2,3,0.389,0.9,1.9,0.45,0.3,1,0.277,1,1.5,0.67,0.5,2.1,2.6,3.3,1.1,0.3,2,2,3.6,4.88,2009
Grant Williams,Tennessee,104,101,28.9,5.3,10.2,0.516,5,9.2,0.54,0.3,1,0.291,4.8,6.4,0.758,2.5,4,6.5,2.1,0.9,1.5,2.1,3.2,15.7,10.15,2020
Thomas Welsh,UCLA,132,94,25,4,7.5,0.537,3.7,6.6,0.554,0.3,0.9,0.407,1,1.3,0.798,2.4,5.5,7.8,0.8,0.4,1.1,0.7,2.5,9.5,7.8,2019
Alex Poythress,Kentucky,112,62,22.1,3.2,5.8,0.551,2.9,4.9,0.595,0.3,0.9,0.302,2,2.9,0.686,1.8,3.5,5.3,0.5,0.4,0.7,1.3,2.7,8.6,8.3,2017
Richaun Holmes,Bowling Green State,95,63,26.5,4.2,7.7,0.554,3.9,6.8,0.58,0.3,0.9,0.353,2.7,3.8,0.697,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5,-1.07,2016
Bobby Portis,Arkansas,70,70,28.5,5.9,11.2,0.526,5.5,10.3,0.54,0.3,0.9,0.365,2.9,3.9,0.737,3.1,4.7,7.9,1.3,1.1,1.5,1.4,2,15,6.18,2016
Chris Wright,Dayton,123,116,27,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.229,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13,3.66,2013
Chris Wright,Dayton,123,116,27,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.229,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13,3.66,2012
Jimmy Butler,Marquette,106,69,29.6,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.383,4.3,5.6,0.773,2.3,3.1,5.5,1.7,1.1,0.5,1,1.7,12,8.21,2012
Markieff Morris,Kansas,109,43,19.3,3.1,5.7,0.553,2.8,4.8,0.579,0.3,0.9,0.404,1.9,2.9,0.653,2,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,7.92,2012
Chris Wright,Dayton,123,116,27,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.229,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13,3.66,2013
Chris Wright,Dayton,123,116,27,4.8,9.8,0.489,4.6,8.9,0.515,0.2,0.9,0.229,3.2,4.8,0.662,2.4,4.8,7.2,1.2,0.8,1.3,2.5,2.6,13,3.66,2012
DeMarre Carroll,Missouri,70,68,26.8,5.8,10.6,0.549,5.6,9.7,0.57,0.3,0.9,0.311,3,4.8,0.624,2.6,4.3,6.9,1.8,1.4,0.7,1.5,2.4,14.9,,2010
Kyle Collinsworth,BYU,140,128,30.9,4.4,9.2,0.477,4.2,8.5,0.495,0.2,0.8,0.28,3.2,4.9,0.642,2.2,5.3,7.5,5,1.6,0.4,2.6,2.2,12.2,4.71,2018
Trey Lyles,Kentucky,36,21,23,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67,2016
Dwight Powell,Stanford,136,105,26.2,3.8,8.2,0.464,3.5,7.3,0.484,0.2,0.8,0.289,3,4.1,0.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,6.38,2015
Patrick Patterson,Kentucky,97,97,34,6.4,10.9,0.585,6.1,10.1,0.604,0.2,0.8,0.329,3.2,4.3,0.734,2.9,5.3,8.2,1.5,0.7,1.6,1.6,2.1,16.1,6.24,2011
Brandon Jennings,Fort Wayne,52,8,15,1.3,2.8,0.448,1,2,0.491,0.3,0.8,0.333,0.5,0.7,0.771,0.9,1.7,2.6,0.6,0.5,0,0.6,1.5,3.3,-0.63,2010
Jason Thompson,Rider,122,112,32.1,6.2,11.8,0.526,6,11,0.544,0.2,0.8,0.291,4,6,0.667,3,6.6,9.6,2,0.9,1.9,2.6,3,16.7,-3.38,2009
Gary Trent,Ohio,93,,33.8,8.6,14.9,0.573,8.4,14.2,0.59,0.2,0.7,0.246,5.4,7.8,0.687,,,11.3,2,0.6,1.1,3.3,2.2,22.7,0.19,2019
Joel Bolomboy,Weber State,130,90,28.8,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5,0.713,3.2,6.9,10.1,0.7,0.6,1.4,2,2.3,11.4,-4.62,2017
Kelly Olynyk,Gonzaga,101,31,17.2,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.333,2,2.8,0.709,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2,8.9,4,2014
Perry Jones,Baylor,63,62,32.2,5.5,10.5,0.522,5.3,9.8,0.539,0.2,0.7,0.279,2.6,3.8,0.678,2.7,4.7,7.4,1.2,0.7,0.7,2,2.3,13.7,6.41,2013
Jared Sullinger,Ohio State,74,72,31,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,3.3,6.4,9.7,1.2,1.1,0.8,1.8,2.7,17.3,8.73,2013
Ekpe Udoh,Baylor,36,36,35.1,5.3,10.8,0.49,5.1,10.1,0.505,0.2,0.7,0.269,3.1,4.5,0.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,,2011
JaVale McGee,Nevada,66,31,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.356,1.4,2.7,0.514,1.7,3,4.8,0.3,0.5,1.8,1.6,2,8.7,0.49,2009
Rui Hachimura,Gonzaga,102,39,19.7,4.5,7.8,0.579,4.3,7.1,0.607,0.2,0.7,0.316,2.8,3.7,0.746,1.1,3.3,4.4,0.8,0.6,0.5,1.2,1.6,12.1,3.91,2020
Tyler Davis,Dartmouth,43,0,3.4,0.4,1.3,0.296,0.2,0.7,0.357,0.1,0.6,0.231,0.5,0.8,0.629,0.2,0.4,0.6,0.2,0.2,0.1,0.3,0.9,1.4,-6.17,2019
Devin Booker,Clemson,128,94,24.1,3.5,7,0.496,3.3,6.4,0.518,0.2,0.6,0.275,1.9,2.9,0.658,2.1,3.6,5.7,0.8,0.6,0.6,1.6,2.3,9,5.58,2016
